Key;English;;;;;;;;;;;;;
GER_hms_government;독일;;;;;;;;;;;;;
finnougric;핀우그리아 문화권;;;;;;;;;;;;;
ARC_reactionary;대중복원협회;;;;;;;;;;;;;
TMT;투아모투;;;;;;;;;;;;;
TMT_ADJ;투아모투령;;;;;;;;;;;;;
ION_liberal;급진주의 파벌;;;;;;;;;;;;;
ION_conservative;개혁주의 파벌;;;;;;;;;;;;;
ION_reactionary;보호주의 파벌;;;;;;;;;;;;;
ION_socialist;사회당;;;;;;;;;;;;;
ION_communist;공산당;;;;;;;;;;;;;
ION_fascist;민족통합전선;;;;;;;;;;;;;
ION_anarcho_liberal;민족급진당;;;;;;;;;;;;;
PNK;폰티아낙;;;;;;;;;;;;;
PNK_ADJ;폰티아낙령;;;;;;;;;;;;;
PNK_conservative;폰티아낙 파벌;;;;;;;;;;;;;
PNK_liberal;삼바스 파벌;;;;;;;;;;;;;
PNK_reactionary;멤파와 파벌;;;;;;;;;;;;;
ATC;앤틸리스;;;;;;;;;;;;;
ATC_ADJ;앤틸리스령;;;;;;;;;;;;;
PPG;파푸아뉴기니;;;;;;;;;;;;;
PPG_ADJ;파푸아뉴기니령;;;;;;;;;;;;;
VTU;바누아;;;;;;;;;;;;;
VTU_ADJ;바누아투령;;;;;;;;;;;;;
SMO;사모아;;;;;;;;;;;;;
SMO_ADJ;사모아령;;;;;;;;;;;;;
ROM_reactionary;루마니아 국민당;;;;;;;;;;;;;
ROM_reactionary_2;민족민주당;;;;;;;;;;;;;
ROM_reactionary_3;국민의당;;;;;;;;;;;;;
ROM_conservative;보수당;;;;;;;;;;;;;
ROM_conservative_2;농민의당;;;;;;;;;;;;;
ROM_conservative_3;농민민족당;;;;;;;;;;;;;
ROM_liberal;자유독립당;;;;;;;;;;;;;
ROM_liberal_2;국민자유당;;;;;;;;;;;;;
ROM_anarcho_liberal;급진당;;;;;;;;;;;;;
ROM_socialist;사회민주당;;;;;;;;;;;;;
ROM_communist;루마니아 공산당;;;;;;;;;;;;;
ROM_fascist;철위대;;;;;;;;;;;;;
ZBW;짐바브웨;;;;;;;;;;;;;
ZBW_ADJ;짐바브웨령;;;;;;;;;;;;;
ZBW_liberal;통합아프리카 민족의회;;;;;;;;;;;;;
ZBW_conservative;짐바브웨 통합국민기구;;;;;;;;;;;;;
ZBW_socialist;짐바브웨 아프리카 민족연맹;;;;;;;;;;;;;
ZBW_reactionary;애국전선;;;;;;;;;;;;;
ZBW_anarcho_liberal;짐바브웨 급진당;;;;;;;;;;;;;
ZBW_communist;짐바브웨 아프리카 인민연맹;;;;;;;;;;;;;
ZBW_fascist;짐바브웨 파쇼당;;;;;;;;;;;;;
CMS;코모로;;;;;;;;;;;;;
CMS_ADJ;코모로령;;;;;;;;;;;;;
CMS_liberal;코모로 인민민주회;;;;;;;;;;;;;
CMS_conservative;코모로 민주연맹;;;;;;;;;;;;;
CMS_socialist;코모로 사회당;;;;;;;;;;;;;
CMS_reactionary;진보 코모로 연맹;;;;;;;;;;;;;
CMS_anarcho_liberal;자유역량실현;;;;;;;;;;;;;
CMS_communist;코모로 인민민주회의;;;;;;;;;;;;;
CMS_fascist;민족구원당;;;;;;;;;;;;;
nahua;메소아메리카 원주민;;;;;;;;;;;;;
kreol;크리올;;;;;;;;;;;;;
EQG;적도 기니;;;;;;;;;;;;;
EQG_ADJ;적도 기니령;;;;;;;;;;;;;
EQG_absolute_monarchy;모카;;;;;;;;;;;;;
EQG_absolute_monarchy_ADJ;모카령;;;;;;;;;;;;;
EQG_liberal;진보민주연합;;;;;;;;;;;;;
EQG_conservative;대중연합;;;;;;;;;;;;;
EQG_socialist;대중신념;;;;;;;;;;;;;
EQG_reactionary_2;적도기니 민주당;;;;;;;;;;;;;
EQG_reactionary;부비연맹;;;;;;;;;;;;;
EQG_anarcho_liberal;대중행동;;;;;;;;;;;;;
EQG_communist;통합국민노동자당;;;;;;;;;;;;;
EQG_fascist;국민통일운동;;;;;;;;;;;;;
western_nigritic;니그리토;;;;;;;;;;;;;
kefficho;오모;;;;;;;;;;;;;
harari;아베샤;;;;;;;;;;;;;
east_kwa;크와;;;;;;;;;;;;;
gur;구르;;;;;;;;;;;;;
south_forest_bantu;중앙반투;;;;;;;;;;;;;
forest_bantu;남서반투;;;;;;;;;;;;;
ubangian;우방기;;;;;;;;;;;;;
kavango;카방고-킴분두;;;;;;;;;;;;;
southern_bantu;남반투;;;;;;;;;;;;;
yao;야오-마콘데;;;;;;;;;;;;;
teda;투부;;;;;;;;;;;;;
sara;사라-바기르미;;;;;;;;;;;;;
tiv;반투;;;;;;;;;;;;;
baguirmi;마바;;;;;;;;;;;;;
nyasa;나샤;;;;;;;;;;;;;
kilombero;킬롬베르;;;;;;;;;;;;;
cushitic;쿠시티;;;;;;;;;;;;;
nilotic;나일로트;;;;;;;;;;;;;
lacustrine_bantu;북동반투;;;;;;;;;;;;;
maasai;칼렌진-마사이;;;;;;;;;;;;;
kikuyu;키쿠유;;;;;;;;;;;;;
HTY;튀르크메넬리;;;;;;;;;;;;;
HTY_ADJ;튀르크메넬리령;;;;;;;;;;;;;
POR_fascist;국민노동공산주의 파벌;;;;;;;;;;;;;
IRE_fascist;육군전우협회;;;;;;;;;;;;;
IRE_communist;아일랜드 공산당;;;;;;;;;;;;;
IRE_conservative;아일랜드 보수당;;;;;;;;;;;;;
AST_fascist;새로운 방패;;;;;;;;;;;;;
SGF_ADJ;남독일령;;;;;;;;;;;;;
alaskan;알래스카;;;;;;;;;;;;;
USA_conservative_2;연방주의 파벌;;;;;;;;;;;;;
USA_conservative_4;민주당;;;;;;;;;;;;;
USA_liberal;공화주의 파벌;;;;;;;;;;;;;
USA_liberal_4;공화당;;;;;;;;;;;;;
YUG_fascist;유고슬라비아 국민운동;;;;;;;;;;;;;
YUG_ADJ;유고슬라비아령;;;;;;;;;;;;;
AUS_fascist;조국전선;;;;;;;;;;;;;
SWI_liberal;자유민주당;;;;;;;;;;;;;
GCO_communist;공산당;;;;;;;;;;;;;
GCO_fascist;파쇼당;;;;;;;;;;;;;
MNP;마니푸르;;;;;;;;;;;;;
MNP_ADJ;마니푸르령;;;;;;;;;;;;;
BDK_absolute_monarchy;쿤두즈;;;;;;;;;;;;;
BDK;바다흐샨;;;;;;;;;;;;;
BDK_ADJ;바다흐샨령;;;;;;;;;;;;;
guajiro;와유;;;;;;;;;;;;;
lendu;렌두;;;;;;;;;;;;;
ruanda;반야완다;;;;;;;;;;;;;
kingwana;킹와나;;;;;;;;;;;;;
chokwe;초크워;;;;;;;;;;;;;
CNG;콩고;;;;;;;;;;;;;
CNG_absolute_monarchy;콩고;;;;;;;;;;;;;
CNG_presidential_dictatorship;자이르;;;;;;;;;;;;;
CNG_democracy;콩고;;;;;;;;;;;;;
