Key;English;;;;;;;;;;;;x;
PRO_REACTIONARY;Ä£¹Ýµ¿ÁÖÀÇÀÚ ;;;;;;;;;;;;x;
PRO_SOCIALIST;Ä£»çÈ¸ÁÖÀÇÀÚ ;;;;;;;;;;;;x;
PRO_FASCIST;Ä£ÆÄ¼î ;;;;;;;;;;;;x;
PRO_LIBERAL;Ä£ÀÚÀ¯ÁÖÀÇÀÚ ;;;;;;;;;;;;x;
PRO_COMMIES;Ä£°ø»êÁÖÀÇÀÚ ;;;;;;;;;;;;x;
EVTDESC169001_NEWS_LONG;¸¶Ä¡ ¾ß»ý Áü½ÂÀÌ ´À³¢´Â Á×À½ÀÇ °íÅëÃ³·³, ´Ù¸¥ ¹®È­¸¦ °¡Áö°í ÀÖ°Å³ª ½Å¾ÓÀÌ ´Ù¸¥ µ¿Æ÷¸¦ ¾ø¾Ö·Á´Â Áý±Ç´çÀÇ ±¤ÀûÀÎ ³ë·ÂÀÌ $COUNTRY$ Àü¿ªÀ» µÚµ¤¾ú½À´Ï´Ù. ÀÌ¹ø Á×À½ÀÇ ÇàÁø¿¡ °üÇÑ Âü»óÀº ÀÏºÎ¸¸ ÀüÇØÁ® ¿Ô½À´Ï´Ù. ÀÚ¼¼ÇÑ ¼³¸íÀº ÇÒ ¼ö ¾ø½À´Ï´Ù. ´Ù¸¸ È®½ÇÇÑ °ÍÀº $COUNTRY$ ´ç±¹ÀÌ Á¡Â÷ÀûÀÌ°í È¿°úÀûÀ¸·Î »ç¶÷µéÀ» ¸ô»ì½ÃÅ°°í ÀÖ½À´Ï´Ù. ¸¶À» ÁÖ¹Î ÀüÃ¼°¡ »ç¶óÁö±âµµ Çß½À´Ï´Ù. ¿À´Ã Á¤ºÎ °ü¸®µéÀÌ ´ë·®ÇÐ»ì°ú Ãß°¡ ÀçÁ¤À§Çù¿¡ µû¸¥ ±¸Á¦ ¿äÃ»À» Á¤ºÎ¿¡ Àü´ÞÇß½À´Ï´Ù.;;;;;;;;;;;;x;
EVTDESC169001_NEWS_MEDIUM;$COUNTRY$ ´ç±¹ÀÌ Á¤ºÎÀÇ Çàµ¿À» Áö¿øÇÏ±â À§ÇØ ´õ ¸¹Àº ÀÜÇÐÇàÀ§µéÀ» ¼öÇàÇÏ¸é¼­ Á¡Â÷ÀûÀÌ°í È¿°úÀûÀ¸·Î »ç¶÷µéÀ» ¸ô»ì½ÃÅ°°í ÀÖ½À´Ï´Ù. ¸¶À» ÁÖ¹Î ÀüÃ¼°¡ »ç¶óÁö±âµµ Çß½À´Ï´Ù. ;;;;;;;;;;;;x;
EVTDESC169001_NEWS_SHORT;$CAPITAL$, $YEAR$: $COUNTRY$ ±¸Á¦À§¿øÈ¸°¡ Á¤ºÎ¸¦ ÀÎ±¸¸ô»ì°èÈ¹À» ÀÌÀ¯·Î ±â¼ÒÇß½À´Ï´Ù. ±×µéÀº Èñ»ýÀÚµéÀÌ ²ÙÁØÈ÷ Áõ°¡ÇÏ°í ÀÖ´Ù°í ¸»ÇÕ´Ï´Ù.;;;;;;;;;;;;x;
ARMENIAN_GENOCIDE_NEWS_TITLE;¾Æ¸£¸Þ´Ï¾ÆÀÎ, ÇÐ»ì´çÇÏ°Å³ª Ãß¹æ´çÇØ...;;;;;;;;;;;;x;
ARMENIAN_GENOCIDE_NEWS_LONG;ÅÍÅ°ÀÎµéÀÌ ¼ö½Ê¸¸ ¾Æ¸£¸Þ´Ï¾ÆÀÎµéÀÇ ¸ô»ìÀ» ¸ñÇ¥·Î Á¤ÇßÀ½Àº ÀÇ½ÉÀÇ ¿©Áö°¡ ¾ø½À´Ï´Ù.  ¼ö¸¹Àº º¸µµ¿Í ½Å¹®ÀÌ ±× Áõ°ÅÀÔ´Ï´Ù. ÅÍÅ°ÀÎµéÀº Æ®¶õ½ºÄ«ÇÁÄ«½º¿¡¼­ ¾Æ¸£¸Þ´Ï¾ÆÀÎµéÀ» Àý¸êÇÏ±â ½ÃÀÛÇß½À´Ï´Ù. ±× ¸ñÀûÀº ¾Æ¸£¸Þ´Ï¾ÆÀÎÀÌ ´Ù¼öÀÎ Áö¿ªÀ» Á¡·ÉÇÏ°í ±×µéÀ» ¸ô»ìÇÏ´Â °ÍÀÔ´Ï´Ù. ¼¼°è´Â ÀÌ ÇÐ»ìÀÌ È®´ëµÇ¾î ´Ù¸¥ Á¤±³È¸ °øµ¿Ã¼·Î ¾Æ¸£¸Þ´Ï¾ÆÀÎµéÀÌ ºüÁ®³ª°¡´Â °ÍÀ» ÁöÄÑº¸°í ÀÖÀ¸¸ç, °­´ë±¹µéÀº ¼ûÀ» Á×ÀÎ Ã¤ ÁÖ½ÃÇÒ »ÓÀÔ´Ï´Ù.;;;;;;;;;;;;x;
ARMENIAN_GENOCIDE_NEWS_MEDIUM;ÃÖ±Ù Àü°³µÇ°í ÀÖ´Â »ç°ÇÀº ÇöÀçÀÇ ÅÍÅ°ÀÇ ¸ñÇ¥°¡ ¾Æ¸£¸Þ´Ï¾ÆÀÎÀÇ Áö¿ªÀ» Á¡·ÉÇÏ°í ±×µéÀ» ¸ô»ìÇÏ°í ÀÖÀ½À» °¡¸®Åµ´Ï´Ù. ¼¼°è´Â ÀÌ ÇÐ»ìÀÌ È®´ëµÇ¾î ´Ù¸¥ Á¤±³È¸ °øµ¿Ã¼·Î ¾Æ¸£¸Þ´Ï¾ÆÀÎµéÀÌ ºüÁ®³ª°¡´Â °ÍÀ» ÁöÄÑº¸°í ÀÖÀ¸¸ç, °­´ë±¹µéÀº ¼ûÀ» Á×ÀÎ Ã¤ ÁÖ½ÃÇÒ »ÓÀÔ´Ï´Ù.;;;;;;;;;;;;x;
ARMENIAN_GENOCIDE_NEWS_SHORT;$COUNTRY$ ±¸Á¦À§¿øÈ¸´Â ÅÍÅ°¿¡¼­ÀÇ Èñ»ýÀÚ°¡ ²ÙÁØÈ÷ Áõ°¡ÇÏ°í ÀÖ´Ù°í ¸»ÇÕ´Ï´Ù.;;;;;;;;;;;;x;
