MULTI_SEL_DESC;[SUB_A7]G쉬프트+마우스 좌클릭[SUB_A7]W으로 여러 부대를 선택합니다;;;;;;;;;;;;;
SM_DETAILS;세부사항;;;;;;;;;;;;;
DISBAND_ALL;선택 부대 해산;;;;;;;;;;;;;
DISBAND_ALL_TITLE;전체 부대 해산;;;;;;;;;;;;;
DISBAND_ALL_DESC;[SUB_A7]Y$NUM$[SUB_A7]W개 부대를 [SUB_A7]R해산[SUB_A7]W합니다.;;;;;;;;;;;;;
DATE_DIFF_A;$Y$년 $M$개월 $D$일;;;;;;;;;;;;;
DATE_DIFF_B;$M$개월 $D$일;;;;;;;;;;;;;
DATE_DIFF_C;$D$일;;;;;;;;;;;;;
torpedo_attacks;어뢰 공격;;;;;;;;;;;;;
TORPEDO_ATTACK;뇌격;;;;;;;;;;;;;
TORPEDO_ATTACK_DESC;뇌격은 더 큰 전함에게 추가 피해를 입힙니다.;;;;;;;;;;;;;
NAVAL_COMBAT_STACK_PENALTY_DESC;함대의 통신 불량으로 인한 불이익: [SUB_A7]R$PEN$%[SUB_A7]Y\n목표물을 찾기가 더욱 어려워집니다. 전함의 수와 잠재적 목표물의 영향을 받습니다.;;;;;;;;;;;;;
BP_TAB_CURRENT;현재 전투계획;;;;;;;;;;;;;
BP_TAB_HISTORICAL;역사적 전투계획;;;;;;;;;;;;;
BP_TOOL_COLOR_RED;빨간색;;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN;초록색;;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE;파란색;;;;;;;;;;;;;
BP_TOOL_COLOR_YELLOW;노란색;;;;;;;;;;;;;
BP_TOOL_ARROW_SLIM;얇은 화살표;;;;;;;;;;;;;
BP_TOOL_ARROW_MEDIUM_1;중간 화살표 1;;;;;;;;;;;;;
BP_TOOL_ARROW_MEDIUM_2;중간 화살표 2;;;;;;;;;;;;;
BP_TOOL_ARROW_MEDIUM_3;중간 화살표 3;;;;;;;;;;;;;
BP_TOOL_ARROW_THICK;굵은 화살표;;;;;;;;;;;;;
BP_TOOL_BORDER_1;테두리 1;;;;;;;;;;;;;
BP_TOOL_BORDER_2;테두리 2;;;;;;;;;;;;;
BP_TOOL_BORDER_3;테두리 3;;;;;;;;;;;;;
BP_TOOL_BORDER_4;테두리 4;;;;;;;;;;;;;
BP_TOOL_BORDER_5;테두리 5;;;;;;;;;;;;;
BP_TOOL_ICON_AIRPLANE;전투기;;;;;;;;;;;;;
BP_TOOL_ICON_TANK;전차;;;;;;;;;;;;;
BP_TOOL_ICON_BOMB_1;소형폭탄;;;;;;;;;;;;;
BP_TOOL_ICON_BOMB_2;대형폭탄;;;;;;;;;;;;;
BP_SAVE_PLAN_CONFIRM;저장;;;;;;;;;;;;;
BP_SAVE_PLAN_CANCEL;취소;;;;;;;;;;;;;
BP_SAVE_PLAN_PROMPT;전투계획이 이미 존재합니다!\n기존 파일에 덮어씁니다.;;;;;;;;;;;;;
BP_DELETE_SAVED_PLAN_PROMPT;저장한 전투계획을 지웁니다.;;;;;;;;;;;;;
BP_DELETE_CURRENT_PLAN_PROMPT;현재 전투계획을 지웁니다.;;;;;;;;;;;;;
BP_SHARED_WITH;공유:;;;;;;;;;;;;;
BP_NEW_PLAN;새 전투계획;;;;;;;;;;;;;
BP_TOOLTIP_TAB_CURRENT;현재 전투계획 목록;;;;;;;;;;;;;
BP_TOOLTIP_TAB_HISTORICAL;역사적 전투계획 목록\n[SUB_A7]Y불러오기[SUB_A7]W를 클릭해 선택한 계획을 현재 계획에 추가할 수 있습니다.;;;;;;;;;;;;;
BP_TOOLTIP_TAB_SAVED;저장한 전투계획 목록\n[SUB_A7]Y불러오기[SUB_A7]W를 클릭해 선택한 계획을 현재 계획에 추가할 수 있습니다.;;;;;;;;;;;;;
BP_TOOLTIP_NEW_PLAN;새 계획을 만듭니다.;;;;;;;;;;;;;
BP_TOOLTIP_REMOVE_PLAN;선택한 전투계획을 지웁니다.;;;;;;;;;;;;;
BP_TOOLTIP_SHARE_PLAN;선택한 전투계획의 [SUB_A7]Y동맹국[SUB_A7]W과의 [SUB_A7]Y공유[SUB_A7]W를 전환합니다.;;;;;;;;;;;;;
BP_TOOLTIP_SAVE_PLAN;선택한 전투계획을 파일로 저장합니다.;;;;;;;;;;;;;
BP_TOOLTIP_RENAME_PLAN;선택한 전투계획의 이름을 변경합니다.;;;;;;;;;;;;;
BP_TOOLTIP_IMPORT_PLAN;선택한 전투계획을 현재 계획에 추가합니다.;;;;;;;;;;;;;
BP_TOOLTIP_TOOL_SELECT;개체를 클릭해 선택합니다.;;;;;;;;;;;;;
BP_TOOLTIP_TOOL_ARROW;화살표 유형을 선택하고 [SUB_A7]Y마우스 좌클릭[SUB_A7]W으로 지도에 그립니다.\n[SUB_A7]Y쉬프트[SUB_A7]W + [SUB_A7]Y마우스 좌클릭[SUB_A7]W으로 화살을 다른 화살에 맞출 수 있습니다.;;;;;;;;;;;;;
BP_TOOLTIP_TOOL_BORDER;테두리 유형을 선택하고 [SUB_A7]Y마우스 좌클릭[SUB_A7]W으로 지도에 그립니다.;;;;;;;;;;;;;
BP_TOOLTIP_TOOL_ICON;아이콘 유형을 선택하고 [SUB_A7]Y마우스 좌클릭[SUB_A7]W으로 지도에 그립니다.\n[SUB_A7]Y쉬프트[SUB_A7]W + [SUB_A7]Y마우스 휠[SUB_A7]W로 회전시킬 수 있습니다.;;;;;;;;;;;;;
BP_TOOLTIP_TOOL_COLOR;화살표와 아이콘의 색 유형을 선택합니다.\n현재 선택한 화살표와 아이콘에도 적용됩니다.;;;;;;;;;;;;;
BP_TOOLTIP_TOOL_TEXT;지도에 글자를 씁니다.\n아무것도 선택하지 않으면 새 글을 만듭니다.\n 화살표를 선택하면 화살표에 글씨를 씁니다.\n글씨가 선택된 경우 - 글씨를 편집합니다.\n[SUB_A7]Y쉬트프[SUB_A7]W + [SUB_A7]Y마우스 휠[SUB_A7]W로 회전시킬 수 있습니다.\n[SUB_A7]Y컨트롤[SUB_A7]W + [SUB_A7]Y마우스 휠[SUB_A7]W로 크기를 조정할 수 있습니다.;;;;;;;;;;;;;
BP_TOOLTIP_TOOL_ERASE;선택한 개체를 삭제합니다.;;;;;;;;;;;;;
BP_TOOLTIP_VISIBILITY;지도에서 전투계획의 표시를 전환합니다.;;;;;;;;;;;;;
MILITARY_SPENDINGS_LAND;[SUB_A7]Y육군비[SUB_A7]W;;;;;;;;;;;;;
MILITARY_SPENDINGS_NAVAL;[SUB_A7]Y해군비[SUB_A7]W;;;;;;;;;;;;;
MILITARY_SPENDINGS_PROJECTS;[SUB_A7]Y건설비[SUB_A7]W;;;;;;;;;;;;;
STOCKPILE_COST_ESTIMATED;육군, 해군, 건설비, 해외 지역 유지비 등에 쓰입니다.\n내일 [SUB_A7]Y예상[SUB_A7]! 비축비:;;;;;;;;;;;;;
STOCKPILE_COST_ACTUAL;오늘 [SUB_A7]Y실제[SUB_A7]W 비축비:;;;;;;;;;;;;;
NAVAL_COMBAT_DETAILS_APPROACH;[SUB_A7]Y$WHO$[SUB_A7]W에게 접근하고 있습니다. 현재 거리: [SUB_A7]Y$DIST$[SUB_A7]W;;;;;;;;;;;;;
NAVAL_COMBAT_DETAILS_DESTROYED;[SUB_A7]Y$WHO$[SUB_A7]W부대가 [SUB_A7]R파괴[SUB_A7]W함;;;;;;;;;;;;;
NAVAL_COMBAT_DETAILS_DISENGAGED;전투에서 철수했으므로 이제 전투에 참여할 수 없습니다.;;;;;;;;;;;;;
NAVAL_COMBAT_DETAILS_RETREAT;퇴각하고 있습니다.;;;;;;;;;;;;;
NAVAL_COMBAT_DETAILS_SEEKING;최고의 목표물을 찾고 있습니다.;;;;;;;;;;;;;
NAVAL_COMBAT_DETAILS_SHOOTING;포격 목표: [SUB_A7]Y$WHO$[SUB_A7]W.\n- 조직력 피해: [SUB_A7]G$ORG$[SUB_A7]W\n- 내구도 피해: [SUB_A7]Y$STR$[SUB_A7]W;;;;;;;;;;;;;
NAVAL_COMBAT_DETAILS_FILTERING;[SUB_A7]G마우스 좌클릭[SUB_A7]W으로 해당 전함을 목표물로 하는 모든 전함을 표시합니다.;;;;;;;;;;;;;
MAPMODE_NAVAL_TOOLTIP_LEVEL;군항 수준: [SUB_A7]G$LVL$[SUB_A7]W단계;;;;;;;;;;;;;
MAPMODE_NAVAL_TOOLTIP_NO_BASE;군항이 없습니다.;;;;;;;;;;;;;
MAPMODE_NAVAL_TOOLTIP_CAP;해군 보급 처리량: [SUB_A7]G$CAP$[SUB_A7]W/[SUB_A7]G$TOT$[SUB_A7]W;;;;;;;;;;;;;
MAPMODE_NAVAL_TOOLTIP_IN_OTHER;이미 같은 주에 속하는 [SUB_A7]Y$PROV$[SUB_A7]W에 군항이 있습니다.;;;;;;;;;;;;;
MAPMODE_NAVAL_TOOLTIP_UNDER_CON;이미 군항을 건설하고 있습니다.;;;;;;;;;;;;;
NAVAL_SUPPLY_PENALTY_DESC;[SUB_A7]Y해군 보급 처리량[SUB_A7]W으로 인해 영향을 [SUB_A7]R$PEN$%[SUB_A7]W 받습니다.;;;;;;;;;;;;;
COMBAT_LEADER_MOD_ATTACK;지휘관 공격력;;;;;;;;;;;;;
COMBAT_LEADER_MOD_DEFENSE;지휘관 방어력;;;;;;;;;;;;;
OCCUPATION_SCORE_ATTACKER;공격측 점령;;;;;;;;;;;;;
OCCUPATION_SCORE_DEFENDER;방어측 점령;;;;;;;;;;;;;
